"Relative Time (Process)","raschka_gpu_45887 - system/cpu","raschka_gpu_45887 - system/cpu__MIN","raschka_gpu_45887 - system/cpu__MAX","raschka_gpu_5678 - system/cpu","raschka_gpu_5678 - system/cpu__MIN","raschka_gpu_5678 - system/cpu__MAX","raschka_gpu_123 - system/cpu","raschka_gpu_123 - system/cpu__MIN","raschka_gpu_123 - system/cpu__MAX","karpathy_gpu_45887 - system/cpu","karpathy_gpu_45887 - system/cpu__MIN","karpathy_gpu_45887 - system/cpu__MAX","karpathy_gpu_5678 - system/cpu","karpathy_gpu_5678 - system/cpu__MIN","karpathy_gpu_5678 - system/cpu__MAX","karpathy_gpu_123 - system/cpu","karpathy_gpu_123 - system/cpu__MIN","karpathy_gpu_123 - system/cpu__MAX"
"735.35052568","","","","3.396733479246194","3.396733479246194","3.396733479246194","","","","","","","","","","","",""
"750.286269202","3.387754569219152","3.387754569219152","3.387754569219152","","","","","","","","","","","","","","",""
"750.332871827","","","","","","","3.386917411092817","3.386917411092817","3.386917411092817","","","","","","","","",""
"750.351102385","","","","3.3954999388415574","3.3954999388415574","3.3954999388415574","","","","","","","","","","","",""
"765.28621226","3.390146967646293","3.390146967646293","3.390146967646293","","","","","","","","","","","","","","",""
"765.332298311","","","","","","","3.387211530154109","3.387211530154109","3.387211530154109","","","","","","","","",""
"765.350808609","","","","3.396095001109851","3.396095001109851","3.396095001109851","","","","","","","","","","","",""
"780.285675246","3.3890868907970675","3.3890868907970675","3.3890868907970675","","","","","","","","","","","","","","",""
"780.332826971","","","","","","","3.386202115697388","3.386202115697388","3.386202115697388","","","","","","","","",""
"780.350794101","","","","3.3949218305221693","3.3949218305221693","3.3949218305221693","","","","","","","","","","","",""
"795.28665589","3.388101404431398","3.388101404431398","3.388101404431398","","","","","","","","","","","","","","",""
"795.332856971","","","","","","","3.385272614095535","3.385272614095535","3.385272614095535","","","","","","","","",""
"795.351217122","","","","3.3938312810873814","3.3938312810873814","3.3938312810873814","","","","","","","","","","","",""
"810.286244449","3.3871156229113515","3.3871156229113515","3.3871156229113515","","","","","","","","","","","","","","",""
"810.332732325","","","","","","","3.3860991871718373","3.3860991871718373","3.3860991871718373","","","","","","","","",""
"810.350716391","","","","3.3927430453777276","3.3927430453777276","3.3927430453777276","","","","","","","","","","","",""
"825.28594283","3.388288862455485","3.388288862455485","3.388288862455485","","","","","","","","","","","","","","",""
"825.332216892","","","","","","","3.385167287714952","3.385167287714952","3.385167287714952","","","","","","","","",""
"825.350445615","","","","3.3933446040727118","3.3933446040727118","3.3933446040727118","","","","","","","","","","","",""
"840.287293683","3.3873291357750785","3.3873291357750785","3.3873291357750785","","","","","","","","","","","","","","",""
"840.332406534","","","","","","","3.384303747772775","3.384303747772775","3.384303747772775","","","","","","","","",""
"840.350838065","","","","3.3922995562345597","3.3922995562345597","3.3922995562345597","","","","","","","","","","","",""
"855.286231317","3.3864090060195666","3.3864090060195666","3.3864090060195666","","","","","","","","","","","","","","",""
"855.332439754","","","","","","","3.3834321397759046","3.3834321397759046","3.3834321397759046","","","","","","","","",""
"855.351183725","","","","3.391290095455116","3.391290095455116","3.391290095455116","","","","","","","","","","","",""
"870.286515843","3.3855532585225014","3.3855532585225014","3.3855532585225014","","","","","","","","","","","","","","",""
"870.333066937","","","","","","","3.3838578655309544","3.3838578655309544","3.3838578655309544","","","","","","","","",""
"870.351134135","","","","3.3903536276705704","3.3903536276705704","3.3903536276705704","","","","","","","","","","","",""
"885.286581113","3.386416176677014","3.386416176677014","3.386416176677014","","","","","","","","","","","","","","",""
"885.333032465","","","","","","","3.383022516067124","3.383022516067124","3.383022516067124","","","","","","","","",""
"885.350408337","","","","3.39058918011998","3.39058918011998","3.39058918011998","","","","","","","","","","","",""
"900.286162933","3.385554704549555","3.385554704549555","3.385554704549555","","","","","","","","","","","","","","",""
"900.332327595","","","","","","","3.3822171429206755","3.3822171429206755","3.3822171429206755","","","","","","","","",""
"900.3508638","","","","3.3896927977415063","3.3896927977415063","3.3896927977415063","","","","","","","","","","","",""
"915.286613773","3.384753027199876","3.384753027199876","3.384753027199876","","","","","","","","","","","","","","",""
"915.332147668","","","","","","","3.3814356993966914","3.3814356993966914","3.3814356993966914","","","","","","","","",""
"915.35082148","","","","3.388826840305113","3.388826840305113","3.388826840305113","","","","","","","","","","","",""
"930.286147071","3.383945033501115","3.383945033501115","3.383945033501115","","","","","","","","","","","","","","",""
"930.333328726","","","","","","","3.3822487878362524","3.3822487878362524","3.3822487878362524","","","","","","","","",""
"930.351022915","","","","3.387952284503775","3.387952284503775","3.387952284503775","","","","","","","","","","","",""
"945.285987596","3.3849524643354907","3.3849524643354907","3.3849524643354907","","","","","","","","","","","","","","",""
"945.332063233","","","","","","","3.3814947640505655","3.3814947640505655","3.3814947640505655","","","","","","","","",""
"945.351037027","","","","3.3881735248728386","3.3881735248728386","3.3881735248728386","","","","","","","","","","","",""
"960.286167299","3.3841638060541728","3.3841638060541728","3.3841638060541728","","","","","","","","","","","","","","",""
"960.333050905","","","","","","","3.3807561817254523","3.3807561817254523","3.3807561817254523","","","","","","","","",""
"960.35109751","","","","3.387370113688325","3.387370113688325","3.387370113688325","","","","","","","","","","","",""
"975.286335934","3.3834323669478277","3.3834323669478277","3.3834323669478277","","","","","","","","","","","","","","",""
"975.332415298","","","","","","","3.3800450925829093","3.3800450925829093","3.3800450925829093","","","","","","","","",""
"975.350740232","","","","3.3865586701670485","3.3865586701670485","3.3865586701670485","","","","","","","","","","","",""
"990.286019355","3.3826911054320288","3.3826911054320288","3.3826911054320288","","","","","","","","","","","","","","",""
"990.333000381","","","","","","","3.380503548468167","3.380503548468167","3.380503548468167","","","","","","","","",""
"990.350781674","","","","3.385770015335432","3.385770015335432","3.385770015335432","","","","","","","","","","","",""
"1005.286487386","3.3835587051021205","3.3835587051021205","3.3835587051021205","","","","","","","","","","","","","","",""
"1005.332183409","","","","","","","3.379817385882696","3.379817385882696","3.379817385882696","","","","","","","","",""
"1005.350365714","","","","3.3864007713475788","3.3864007713475788","3.3864007713475788","","","","","","","","","","","",""
"1020.286567867","3.382835846560672","3.382835846560672","3.382835846560672","","","","","","","","","","","","","","",""
"1020.332559035","","","","","","","3.3791473436043216","3.3791473436043216","3.3791473436043216","","","","","","","","",""
"1020.350271503","","","","3.385637574492015","3.385637574492015","3.385637574492015","","","","","","","","","","","",""
"1035.286248979","3.3821348901060735","3.3821348901060735","3.3821348901060735","","","","","","","","","","","","","","",""
"1035.332671857","","","","","","","3.37852857076322","3.37852857076322","3.37852857076322","","","","","","","","",""
"1035.350875339","","","","3.3848939062015524","3.3848939062015524","3.3848939062015524","","","","","","","","","","","",""
"1050.285986032","3.3828514606561773","3.3828514606561773","3.3828514606561773","","","","","","","","","","","","","","",""
"1050.332543581","","","","","","","3.3788292719448494","3.3788292719448494","3.3788292719448494","","","","","","","","",""
"1050.351474475","","","","3.385600466734157","3.385600466734157","3.385600466734157","","","","","","","","","","","",""
"1065.286269858","3.3821983002002733","3.3821983002002733","3.3821983002002733","","","","","","","","","","","","","","",""
"1065.332901748","","","","","","","3.3782312373179555","3.3782312373179555","3.3782312373179555","","","","","","","","",""
"1065.350829261","","","","3.3849124029659587","3.3849124029659587","3.3849124029659587","","","","","","","","","","","",""
"1080.286319069","3.381533388777136","3.381533388777136","3.381533388777136","","","","","","","","","","","","","","",""
"1080.332524537","","","","","","","3.377621558674634","3.377621558674634","3.377621558674634","","","","","","","","",""
"1080.351372975","","","","3.3842089242449105","3.3842089242449105","3.3842089242449105","","","","","","","","","","","",""
"1095.286769009","3.3809149701320496","3.3809149701320496","3.3809149701320496","","","","","","","","","","","","","","",""
"1095.33230579","","","","","","","3.377027688529784","3.377027688529784","3.377027688529784","","","","","","","","",""
"1095.35113049","","","","3.38352674184313","3.38352674184313","3.38352674184313","","","","","","","","","","","",""
"1110.285967689","3.381611537504277","3.381611537504277","3.381611537504277","","","","","","","","","","","","","","",""
"1110.332735228","","","","","","","3.3773896103680117","3.3773896103680117","3.3773896103680117","","","","","","","","",""
"1110.350946587","","","","3.384069850574989","3.384069850574989","3.384069850574989","","","","","","","","","","","",""
"1125.286586073","3.38097856546858","3.38097856546858","3.38097856546858","","","","","","","","","","","","","","",""
"1125.332653405","","","","","","","3.376842937127149","3.376842937127149","3.376842937127149","","","","","","","","",""
"1125.351034869","","","","3.3834348042052445","3.3834348042052445","3.3834348042052445","","","","","","","","","","","",""
"1140.286320277","3.380393345212426","3.380393345212426","3.380393345212426","","","","","","","","","","","","","","",""
"1140.332405396","","","","","","","3.376282268861171","3.376282268861171","3.376282268861171","","","","","","","","",""
"1140.350771063","","","","3.3827891873620795","3.3827891873620795","3.3827891873620795","","","","","","","","","","","",""
"1155.285944847","3.379794867374008","3.379794867374008","3.379794867374008","","","","","","","","","","","","","","",""
"1155.332848826","","","","","","","3.375762096745334","3.375762096745334","3.375762096745334","","","","","","","","",""
"1155.350903778","","","","3.3821588424818767","3.3821588424818767","3.3821588424818767","","","","","","","","","","","",""
"1170.286856328","3.3803819816645952","3.3803819816645952","3.3803819816645952","","","","","","","","","","","","","","",""
"1170.333096339","","","","","","","3.376485603605717","3.376485603605717","3.376485603605717","","","","","","","","",""
"1170.350605521","","","","3.38255172183585","3.38255172183585","3.38255172183585","","","","","","","","","","","",""
"1185.285888664","3.3798002325964953","3.3798002325964953","3.3798002325964953","","","","","","","","","","","","","","",""
"1185.332853602","","","","","","","3.3759501797266513","3.3759501797266513","3.3759501797266513","","","","","","","","",""
"1185.350736046","","","","3.3819952185975315","3.3819952185975315","3.3819952185975315","","","","","","","","","","","",""
"1200.286315953","3.379228831640446","3.379228831640446","3.379228831640446","","","","","","","","","","","","","","",""
"1200.332318527","","","","","","","3.375428868852907","3.375428868852907","3.375428868852907","","","","","","","","",""
"1200.350826819","","","","3.3813979820133655","3.3813979820133655","3.3813979820133655","","","","","","","","","","","",""
"1215.286795025","3.3786718240723284","3.3786718240723284","3.3786718240723284","","","","","","","","","","","","","","",""
"1215.332189352","","","","","","","3.374945830730867","3.374945830730867","3.374945830730867","","","","","","","","",""
"1215.350863652","","","","3.3808152993450316","3.3808152993450316","3.3808152993450316","","","","","","","","","","","",""
"1230.285910852","3.378928991177609","3.378928991177609","3.378928991177609","","","","","","","","","","","","","","",""
"1230.332610761","","","","","","","3.37614953268698","3.37614953268698","3.37614953268698","","","","","","","","",""
"1230.350254217","","","","3.382111160439607","3.382111160439607","3.382111160439607","","","","","","","","","","","",""
"1245.28584711","3.3800463680193724","3.3800463680193724","3.3800463680193724","","","","","","","","","","","","","","",""
"1245.332712351","","","","","","","3.3764842144377467","3.3764842144377467","3.3764842144377467","","","","","","","","",""
"1245.351053307","","","","3.3823733198383596","3.3823733198383596","3.3823733198383596","","","","","","","","","","","",""
"1260.285967812","3.379499734268214","3.379499734268214","3.379499734268214","","","","","","","","","","","","","","",""
"1260.332666158","","","","","","","3.375979594171906","3.375979594171906","3.375979594171906","","","","","","","","",""
"1260.350001543","","","","3.381802463358282","3.381802463358282","3.381802463358282","","","","","","","","","","","",""
"1275.28626865","3.3789654979874726","3.3789654979874726","3.3789654979874726","","","","","","","","","","","","","","",""
"1275.332315218","","","","","","","3.376592241044593","3.376592241044593","3.376592241044593","","","","","","","","",""
"1275.350723642","","","","3.3812403437461263","3.3812403437461263","3.3812403437461263","","","","","","","","","","","",""
"1290.286451143","3.379230610376049","3.379230610376049","3.379230610376049","","","","","","","","","","","","","","",""
"1290.332852339","","","","","","","3.3760964218632368","3.3760964218632368","3.3760964218632368","","","","","","","","",""
"1290.350504807","","","","3.3818109008193584","3.3818109008193584","3.3818109008193584","","","","","","","","","","","",""
"1305.286251637","3.3787375776784043","3.3787375776784043","3.3787375776784043","","","","","","","","","","","","","","",""
"1305.332654672","","","","","","","3.3756388365370626","3.3756388365370626","3.3756388365370626","","","","","","","","",""
"1305.350692653","","","","3.3812625938119667","3.3812625938119667","3.3812625938119667","","","","","","","","","","","",""
"1320.286262698","3.378230398277634","3.378230398277634","3.378230398277634","","","","","","","","","","","","","","",""
"1320.332927587","","","","","","","3.3751654874174233","3.3751654874174233","3.3751654874174233","","","","","","","","",""
"1320.351240898","","","","3.380775447814761","3.380775447814761","3.380775447814761","","","","","","","","","","","",""
"1335.286434031","3.377733928651716","3.377733928651716","3.377733928651716","","","","","","","","","","","","","","",""
"1335.332374912","","","","","","","3.375539480558259","3.375539480558259","3.375539480558259","","","","","","","","",""
"1335.350242404","","","","3.3812603116098523","3.3812603116098523","3.3812603116098523","","","","","","","","","","","",""
"1350.286090141","3.378269500204771","3.378269500204771","3.378269500204771","","","","","","","","","","","","","","",""
"1350.332284657","","","","","","","3.375102717698392","3.375102717698392","3.375102717698392","","","","","","","","",""
"1350.350432609","","","","3.3807360873820547","3.3807360873820547","3.3807360873820547","","","","","","","","","","","",""
"1365.286134442","3.37778354190529","3.37778354190529","3.37778354190529","","","","","","","","","","","","","","",""
"1365.332231915","","","","","","","3.37462724743029","3.37462724743029","3.37462724743029","","","","","","","","",""
"1365.351292692","","","","3.3802458628065346","3.3802458628065346","3.3802458628065346","","","","","","","","","","","",""
"1380.285840074","3.3773325250460124","3.3773325250460124","3.3773325250460124","","","","","","","","","","","","","","",""
"1380.332172941","","","","","","","3.374209454326661","3.374209454326661","3.374209454326661","","","","","","","","",""
"1380.350616687","","","","3.3797455368835103","3.3797455368835103","3.3797455368835103","","","","","","","","","","","",""
"1395.286530911","3.37686526718964","3.37686526718964","3.37686526718964","","","","","","","","","","","","","","",""
"1395.33219132","","","","","","","3.3745764256836703","3.3745764256836703","3.3745764256836703","","","","","","","","",""
"1395.350803872","","","","3.380335651940272","3.380335651940272","3.380335651940272","","","","","","","","","","","",""
"1410.285787521","3.3773420269415495","3.3773420269415495","3.3773420269415495","","","","","","","","","","","","","","",""
"1410.332312001","","","","","","","3.3741209594155865","3.3741209594155865","3.3741209594155865","","","","","","","","",""
"1410.350708981","","","","3.3798204798752267","3.3798204798752267","3.3798204798752267","","","","","","","","","","","",""
"1425.286368356","3.376908107275513","3.376908107275513","3.376908107275513","","","","","","","","","","","","","","",""
"1425.3327008","","","","","","","3.373720378601828","3.373720378601828","3.373720378601828","","","","","","","","",""
"1425.351078601","","","","3.3793609719896263","3.3793609719896263","3.3793609719896263","","","","","","","","","","","",""
"1440.286070607","3.3764843764391723","3.3764843764391723","3.3764843764391723","","","","","","","","","","","","","","",""
"1440.332727168","","","","","","","3.373328964849654","3.373328964849654","3.373328964849654","","","","","","","","",""
"1440.350466507","","","","3.37891304983022","3.37891304983022","3.37891304983022","","","","","","","","","","","",""
"1455.28701358","3.3760440710275055","3.3760440710275055","3.3760440710275055","","","","","","","","","","","","","","",""
"1455.332677135","","","","","","","3.3738937055619926","3.3738937055619926","3.3738937055619926","","","","","","","","",""
"1455.351072843","","","","3.3793739838273558","3.3793739838273558","3.3793739838273558","","","","","","","","","","","",""
"1470.286379414","3.3763085574041125","3.3763085574041125","3.3763085574041125","","","","","","","","","","","","","","",""
"1470.33295838","","","","","","","3.3735071426883203","3.3735071426883203","3.3735071426883203","","","","","","","","",""
"1470.351117485","","","","3.3789334621345475","3.3789334621345475","3.3789334621345475","","","","","","","","","","","",""
"1485.286070846","3.375881805446786","3.375881805446786","3.375881805446786","","","","","","","","","","","","","","",""
"1485.332842475","","","","","","","3.3731297453836957","3.3731297453836957","3.3731297453836957","","","","","","","","",""
"1485.350743897","","","","3.3784805754881293","3.3784805754881293","3.3784805754881293","","","","","","","","","","","",""
"1500.286683841","3.375461225820331","3.375461225820331","3.375461225820331","","","","","","","","","","","","","","",""
"1500.33271509","","","","","","","3.372737909764162","3.372737909764162","3.372737909764162","","","","","","","","",""
"1500.350242886","","","","3.378058818381625","3.378058818381625","3.378058818381625","","","","","","","","","","","",""
"1515.286322501","3.37507258790392","3.37507258790392","3.37507258790392","","","","","","","","","","","","","","",""
"1515.332363479","","","","","","","3.373048048871598","3.373048048871598","3.373048048871598","","","","","","","","",""
"1515.351308133","","","","3.378530697811532","3.378530697811532","3.378530697811532","","","","","","","","","","","",""
"1530.286673799","3.3753341453887797","3.3753341453887797","3.3753341453887797","","","","","","","","","","","","","","",""
"1530.332302955","","","","","","","3.372707415999735","3.372707415999735","3.372707415999735","","","","","","","","",""
"1530.351281873","","","","3.378094047057874","3.378094047057874","3.378094047057874","","","","","","","","","","","",""
"1545.286494944","3.3749538162959425","3.3749538162959425","3.3749538162959425","","","","","","","","","","","","","","",""
"1545.332186151","","","","","","","3.3723308076440426","3.3723308076440426","3.3723308076440426","","","","","","","","",""
"1545.350451814","","","","3.377667484245996","3.377667484245996","3.377667484245996","","","","","","","","","","","",""
"1560.286926613","3.374580479671657","3.374580479671657","3.374580479671657","","","","","","","","","","","","","","",""
"1560.332789654","","","","","","","3.3719599370127633","3.3719599370127633","3.3719599370127633","","","","","","","","",""
"1560.350654189","","","","3.3772680409764972","3.3772680409764972","3.3772680409764972","","","","","","","","","","","",""
"1575.286574065","3.374214885643405","3.374214885643405","3.374214885643405","","","","","","","","","","","","","","",""
"1575.332902015","","","","","","","3.3724942513904415","3.3724942513904415","3.3724942513904415","","","","","","","","",""
"1575.350818904","","","","3.3776896989320293","3.3776896989320293","3.3776896989320293","","","","","","","","","","","",""
"1590.286798679","3.3744541638270538","3.3744541638270538","3.3744541638270538","","","","","","","","","","","","","","",""
"1590.333048786","","","","","","","3.3721503622148625","3.3721503622148625","3.3721503622148625","","","","","","","","",""
"1590.351029771","","","","3.377319100264275","3.377319100264275","3.377319100264275","","","","","","","","","","","",""
"1605.286358527","3.374095637951091","3.374095637951091","3.374095637951091","","","","","","","","","","","","","","",""
"1605.332108762","","","","","","","3.3717944669517914","3.3717944669517914","3.3717944669517914","","","","","","","","",""
"1605.350084839","","","","3.3768940386842607","3.3768940386842607","3.3768940386842607","","","","","","","","","","","",""
"1620.28690341","3.3737223844423716","3.3737223844423716","3.3737223844423716","","","","","","","","","","","","","","",""
"1620.333028952","","","","","","","3.3714413901284397","3.3714413901284397","3.3714413901284397","","","","","","","","",""
"1620.350926411","","","","3.376535179254756","3.376535179254756","3.376535179254756","","","","","","","","","","","",""
"1635.286894629","3.3733770357358166","3.3733770357358166","3.3733770357358166","","","","","","","","","","","","","","",""
"1635.332750154","","","","","","","3.371740584962643","3.371740584962643","3.371740584962643","","","","","","","","",""
"1635.350702576","","","","3.377029461552684","3.377029461552684","3.377029461552684","","","","","","","","","","","",""
"1650.286465408","3.373656442307548","3.373656442307548","3.373656442307548","","","","","","","","","","","","","","",""
"1650.332216098","","","","","","","3.3714170953417075","3.3714170953417075","3.3714170953417075","","","","","","","","",""
"1650.351732262","","","","3.376635527542285","3.376635527542285","3.376635527542285","","","","","","","","","","","",""
"1665.28656939","3.3733176113782415","3.3733176113782415","3.3733176113782415","","","","","","","","","","","","","","",""
"1665.33272544","","","","","","","3.37109729195524","3.37109729195524","3.37109729195524","","","","","","","","",""
"1665.351009326","","","","3.3762719835062596","3.3762719835062596","3.3762719835062596","","","","","","","","","","","",""
"1680.286286363","3.372985462248827","3.372985462248827","3.372985462248827","","","","","","","","","","","","","","",""
"1680.333016375","","","","","","","3.371331823386836","3.371331823386836","3.371331823386836","","","","","","","","",""
"1680.351313785","","","","3.375894372829573","3.375894372829573","3.375894372829573","","","","","","","","","","","",""
"1695.286376527","3.3732599902270564","3.3732599902270564","3.3732599902270564","","","","","","","","","","","","","","",""
"1695.332702845","","","","","","","3.371019975586278","3.371019975586278","3.371019975586278","","","","","","","","",""
"1695.350808513","","","","3.376395570392847","3.376395570392847","3.376395570392847","","","","","","","","","","","",""
"1710.286273575","3.3729145143883223","3.3729145143883223","3.3729145143883223","","","","","","","","","","","","","","",""
"1710.33215303","","","","","","","3.370694766820155","3.370694766820155","3.370694766820155","","","","","","","","",""
"1710.35101619","","","","3.3760223681019186","3.3760223681019186","3.3760223681019186","","","","","","","","","","","",""
"1725.286628463","3.372574051382217","3.372574051382217","3.372574051382217","","","","","","","","","","","","","","",""
"1725.33266489","","","","","","","3.3703920991781025","3.3703920991781025","3.3703920991781025","","","","","","","","",""
"1725.35061764","","","","3.375675765727736","3.375675765727736","3.375675765727736","","","","","","","","","","","",""
"1740.286019818","3.3722602152592454","3.3722602152592454","3.3722602152592454","","","","","","","","","","","","","","",""
"1740.333017868","","","","","","","3.3709082133284825","3.3709082133284825","3.3709082133284825","","","","","","","","",""
"1740.350702303","","","","3.3753152719615804","3.3753152719615804","3.3753152719615804","","","","","","","","","","","",""
"1755.28652624","3.372493301993472","3.372493301993472","3.372493301993472","","","","","","","","","","","","","","",""
"1755.333079287","","","","","","","3.3706097395442143","3.3706097395442143","3.3706097395442143","","","","","","","","",""
"1755.350709754","","","","3.375767314632002","3.375767314632002","3.375767314632002","","","","","","","","","","","",""
"1770.28653833","3.3721842791749297","3.3721842791749297","3.3721842791749297","","","","","","","","","","","","","","",""
"1770.33246748","","","","","","","3.3703175624979735","3.3703175624979735","3.3703175624979735","","","","","","","","",""
"1770.350222444","","","","3.3754131208665608","3.3754131208665608","3.3754131208665608","","","","","","","","","","","",""
"1785.286002147","3.3718628011179343","3.3718628011179343","3.3718628011179343","","","","","","","","","","","","","","",""
"1785.332600032","","","","","","","3.370010339525348","3.370010339525348","3.370010339525348","","","","","","","","",""
"1785.350576265","","","","3.3750817447655312","3.3750817447655312","3.3750817447655312","","","","","","","","","","","",""
"1800.286132758","3.37156382615406","3.37156382615406","3.37156382615406","","","","","","","","","","","","","","",""
"1800.332420455","","","","","","","3.3702026870969157","3.3702026870969157","3.3702026870969157","","","","","","","","",""
"1800.350410342","","","","3.3753420312931155","3.3753420312931155","3.3753420312931155","","","","","","","","","","","",""
"1815.28659347","3.371813262614046","3.371813262614046","3.371813262614046","","","","","","","","","","","","","","",""
"1815.332228888","","","","","","","3.369920173895523","3.369920173895523","3.369920173895523","","","","","","","","",""
"1815.35029643","","","","3.374999310324172","3.374999310324172","3.374999310324172","","","","","","","","","","","",""
"1830.286366964","3.3714840950278417","3.3714840950278417","3.3714840950278417","","","","","","","","","","","","","","",""
"1830.333014646","","","","","","","3.369622495619011","3.369622495619011","3.369622495619011","","","","","","","","",""
"1830.351147473","","","","3.3746605699577428","3.3746605699577428","3.3746605699577428","","","","","","","","","","","",""
"1845.286304902","3.371195510464835","3.371195510464835","3.371195510464835","","","","","","","","","","","","","","",""
"1845.332073551","","","","","","","3.36935055526575","3.36935055526575","3.36935055526575","","","","","","","","",""
"1845.350818605","","","","3.3743292317119526","3.3743292317119526","3.3743292317119526","","","","","","","","","","","",""
"1860.286015755","3.3709120610659027","3.3709120610659027","3.3709120610659027","","","","","","","","","","","","","","",""
"1860.333436683","","","","","","","3.369663176237445","3.369663176237445","3.369663176237445","","","","","","","","",""
"1860.350747585","","","","3.3745691529798765","3.3745691529798765","3.3745691529798765","","","","","","","","","","","",""
"1875.286589558","3.3711760809465514","3.3711760809465514","3.3711760809465514","","","","","","","","","","","","","","",""
"1875.332702053","","","","","","","3.3693597701821574","3.3693597701821574","3.3693597701821574","","","","","","","","",""
"1875.350452918","","","","3.374261287788952","3.374261287788952","3.374261287788952","","","","","","","","","","","",""
"1890.286220948","3.3708799995623844","3.3708799995623844","3.3708799995623844","","","","","","","","","","","","","","",""
"1890.332431305","","","","","","","3.3690950900196786","3.3690950900196786","3.3690950900196786","","","","","","","","",""
"1890.350994713","","","","3.373921872679874","3.373921872679874","3.373921872679874","","","","","","","","","","","",""
"1905.28585775","3.3705884123913985","3.3705884123913985","3.3705884123913985","","","","","","","","","","","","","","",""
"1905.332703609","","","","","","","3.368816232899522","3.368816232899522","3.368816232899522","","","","","","","","",""
"1905.350661605","","","","3.3736240982887153","3.3736240982887153","3.3736240982887153","","","","","","","","","","","",""
"1920.286482826","3.3703169100963475","3.3703169100963475","3.3703169100963475","","","","","","","","","","","","","","",""
"1920.332285787","","","","","","","3.369126465636809","3.369126465636809","3.369126465636809","","","","","","","","",""
"1920.351179809","","","","3.373826744157914","3.373826744157914","3.373826744157914","","","","","","","","","","","",""
"1935.285915081","3.3706644403051387","3.3706644403051387","3.3706644403051387","","","","","","","","","","","","","","",""
"1935.332648014","","","","","","","3.368868532124763","3.368868532124763","3.368868532124763","","","","","","","","",""
"1935.350678588","","","","3.3735342737699225","3.3735342737699225","3.3735342737699225","","","","","","","","","","","",""
"1950.286014733","3.370397298184267","3.370397298184267","3.370397298184267","","","","","","","","","","","","","","",""
"1950.333060442","","","","","","","3.3686145282637687","3.3686145282637687","3.3686145282637687","","","","","","","","",""
"1950.350735821","","","","3.373245663060738","3.373245663060738","3.373245663060738","","","","","","","","","","","",""
"1965.286427663","3.3701336708599436","3.3701336708599436","3.3701336708599436","","","","","","","","","","","","","","",""
"1965.332438405","","","","","","","3.3683492845706104","3.3683492845706104","3.3683492845706104","","","","","","","","",""
"1965.351041778","","","","3.3729436489858764","3.3729436489858764","3.3729436489858764","","","","","","","","","","","",""
"1980.286590007","3.370557005317522","3.370557005317522","3.370557005317522","","","","","","","","","","","","","","",""
"1980.332161366","","","","","","","3.368653405704558","3.368653405704558","3.368653405704558","","","","","","","","",""
"1980.351391858","","","","3.373179079946823","3.373179079946823","3.373179079946823","","","","","","","","","","","",""
"1995.286429443","3.3702803991529504","3.3702803991529504","3.3702803991529504","","","","","","","","","","","","","","",""
"1995.333088228","","","","","","","3.3684057988608087","3.3684057988608087","3.3684057988608087","","","","","","","","",""
"1995.35060594","","","","3.3729006133607253","3.3729006133607253","3.3729006133607253","","","","","","","","","","","",""
"2010.286465594","3.370024039654427","3.370024039654427","3.370024039654427","","","","","","","","","","","","","","",""
"2010.332113871","","","","","","","3.3681485440868326","3.3681485440868326","3.3681485440868326","","","","","","","","",""
"2010.350214551","","","","3.3726092542541193","3.3726092542541193","3.3726092542541193","","","","","","","","","","","",""
"2025.286620177","3.369771258519249","3.369771258519249","3.369771258519249","","","","","","","","","","","","","","",""
"2025.333031003","","","","","","","3.367908376560464","3.367908376560464","3.367908376560464","","","","","","","","",""
"2025.350698865","","","","3.3723207236816877","3.3723207236816877","3.3723207236816877","","","","","","","","","","","",""
"2040.285934631","3.370089179077177","3.370089179077177","3.370089179077177","","","","","","","","","","","","","","",""
"2040.332274252","","","","","","","3.3683692221947057","3.3683692221947057","3.3683692221947057","","","","","","","","",""
"2040.351082055","","","","3.372553740971276","3.372553740971276","3.372553740971276","","","","","","","","","","","",""
"2055.286800611","3.3698384557177494","3.3698384557177494","3.3698384557177494","","","","","","","","","","","","","","",""
"2055.332441303","","","","","","","3.3681320492745086","3.3681320492745086","3.3681320492745086","","","","","","","","",""
"2055.351348902","","","","3.3722861298615716","3.3722861298615716","3.3722861298615716","","","","","","","","","","","",""
"2070.286092823","3.3695938198455777","3.3695938198455777","3.3695938198455777","","","","","","","","","","","","","","",""
"2070.332235647","","","","","","","3.367898798932189","3.367898798932189","3.367898798932189","","","","","","","","",""
"2070.350986374","","","","3.372007496995271","3.372007496995271","3.372007496995271","","","","","","","","","","","",""
"2085.286195336","3.369335669039456","3.369335669039456","3.369335669039456","","","","","","","","","","","","","","",""
"2085.33244868","","","","","","","3.3676524355617383","3.3676524355617383","3.3676524355617383","","","","","","","","",""
"2085.350847522","","","","3.3717484456894815","3.3717484456894815","3.3717484456894815","","","","","","","","","","","",""
"2100.286368271","3.36989751866678","3.36989751866678","3.36989751866678","","","","","","","","","","","","","","",""
"2100.332885118","","","","","","","3.3681158788849688","3.3681158788849688","3.3681158788849688","","","","","","","","",""
"2100.350622078","","","","3.372105361323368","3.372105361323368","3.372105361323368","","","","","","","","","","","",""
"2115.285820176","3.3696417995518635","3.3696417995518635","3.3696417995518635","","","","","","","","","","","","","","",""
